,Filename,Title,Album,Year,Artist,Text,Doc,Tokens,Lemmas,POS,Proper_Nouns,Named_Entities,NE_Words
0,LYR.LLI.1,Do You Love Me?,Let Love In,1994,Nick Cave and the Bad Seeds,"""I found her on a night of fire and noise Wild bells rang in a wild sky I knew from that moment on I’d love her till the day that I died And I kissed away a thousand tears My lady of the Various Sorrows Some begged, some borrowed, some stolen Some kept safe for tomorrow On an endless night, silver star spangled The bells from the chapel went jingle-jangle Do you love me? She was given to me to put things right And I stacked all my accomplishments beside her Still I seemed so obsolete and small I found God and all His devils inside her In my bed she cast the blizzard out A mock sun blazed upon her head So completely filled with light she was Her shadow fanged and hairy and mad Our love-lines grew hopelessly tangled And the bells from the chapel went jingle-jangle Do you love me? She had a heartful of love and devotion She had a mindful of tyranny and terror Well, I try, I do, I really try But I just err, baby, I do, I error So come find me, my darling one I’m down to the grounds, the very dregs Ah, here she comes, blocking the sun Blood running down the inside of her legs The moon in the sky is battered and mangled And the bells from the chapel go jingle-jangle Do you love me? All things move toward their end I knew before I met her that I would lose her I swear I made every effort to be good to her I swear I made every effort not to abuse her Crazy bracelets on her wrists and her ankles And the bells from the chapel went jingle-jangle""","""I found her on a night of fire and noise Wild bells rang in a wild sky I knew from that moment on I’d love her till the day that I died And I kissed away a thousand tears My lady of the Various Sorrows Some begged, some borrowed, some stolen Some kept safe for tomorrow On an endless night, silver star spangled The bells from the chapel went jingle-jangle Do you love me? She was given to me to put things right And I stacked all my accomplishments beside her Still I seemed so obsolete and small I found God and all His devils inside her In my bed she cast the blizzard out A mock sun blazed upon her head So completely filled with light she was Her shadow fanged and hairy and mad Our love-lines grew hopelessly tangled And the bells from the chapel went jingle-jangle Do you love me? She had a heartful of love and devotion She had a mindful of tyranny and terror Well, I try, I do, I really try But I just err, baby, I do, I error So come find me, my darling one I’m down to the grounds, the very dregs Ah, here she comes, blocking the sun Blood running down the inside of her legs The moon in the sky is battered and mangled And the bells from the chapel go jingle-jangle Do you love me? All things move toward their end I knew before I met her that I would lose her I swear I made every effort to be good to her I swear I made every effort not to abuse her Crazy bracelets on her wrists and her ankles And the bells from the chapel went jingle-jangle""","['""', 'I', 'found', 'her', 'on', 'a', 'night', 'of', 'fire', 'and', 'noise', 'Wild', 'bells', 'rang', 'in', 'a', 'wild', 'sky', 'I', 'knew', 'from', 'that', 'moment', 'on', 'I', '’d', 'love', 'her', 'till', 'the', 'day', 'that', 'I', 'died', 'And', 'I', 'kissed', 'away', 'a', 'thousand', 'tears', 'My', 'lady', 'of', 'the', 'Various', 'Sorrows', 'Some', 'begged', ',', 'some', 'borrowed', ',', 'some', 'stolen', 'Some', 'kept', 'safe', 'for', 'tomorrow', 'On', 'an', 'endless', 'night', ',', 'silver', 'star', 'spangled', 'The', 'bells', 'from', 'the', 'chapel', 'went', 'jingle', '-', 'jangle', 'Do', 'you', 'love', 'me', '?', 'She', 'was', 'given', 'to', 'me', 'to', 'put', 'things', 'right', 'And', 'I', 'stacked', 'all', 'my', 'accomplishments', 'beside', 'her', 'Still', 'I', 'seemed', 'so', 'obsolete', 'and', 'small', 'I', 'found', 'God', 'and', 'all', 'His', 'devils', 'inside', 'her', 'In', 'my', 'bed', 'she', 'cast', 'the', 'blizzard', 'out', 'A', 'mock', 'sun', 'blazed', 'upon', 'her', 'head', 'So', 'completely', 'filled', 'with', 'light', 'she', 'was', 'Her', 'shadow', 'fanged', 'and', 'hairy', 'and', 'mad', 'Our', 'love', '-', 'lines', 'grew', 'hopelessly', 'tangled', 'And', 'the', 'bells', 'from', 'the', 'chapel', 'went', 'jingle', '-', 'jangle', 'Do', 'you', 'love', 'me', '?', 'She', 'had', 'a', 'heartful', 'of', 'love', 'and', 'devotion', 'She', 'had', 'a', 'mindful', 'of', 'tyranny', 'and', 'terror', 'Well', ',', 'I', 'try', ',', 'I', 'do', ',', 'I', 'really', 'try', 'But', 'I', 'just', 'err', ',', 'baby', ',', 'I', 'do', ',', 'I', 'error', 'So', 'come', 'find', 'me', ',', 'my', 'darling', 'one', 'I', '’m', 'down', 'to', 'the', 'grounds', ',', 'the', 'very', 'dregs', 'Ah', ',', 'here', 'she', 'comes', ',', 'blocking', 'the', 'sun', 'Blood', 'running', 'down', 'the', 'inside', 'of', 'her', 'legs', 'The', 'moon', 'in', 'the', 'sky', 'is', 'battered', 'and', 'mangled', 'And', 'the', 'bells', 'from', 'the', 'chapel', 'go', 'jingle', '-', 'jangle', 'Do', 'you', 'love', 'me', '?', 'All', 'things', 'move', 'toward', 'their', 'end', 'I', 'knew', 'before', 'I', 'met', 'her', 'that', 'I', 'would', 'lose', 'her', 'I', 'swear', 'I', 'made', 'every', 'effort', 'to', 'be', 'good', 'to', 'her', 'I', 'swear', 'I', 'made', 'every', 'effort', 'not', 'to', 'abuse', 'her', 'Crazy', 'bracelets', 'on', 'her', 'wrists', 'and', 'her', 'ankles', 'And', 'the', 'bells', 'from', 'the', 'chapel', 'went', 'jingle', '-', 'jangle', '""']","['""', 'I', 'find', 'she', 'on', 'a', 'night', 'of', 'fire', 'and', 'noise', 'Wild', 'bell', 'ring', 'in', 'a', 'wild', 'sky', 'I', 'know', 'from', 'that', 'moment', 'on', 'I', '’d', 'love', 'she', 'till', 'the', 'day', 'that', 'I', 'die', 'and', 'I', 'kiss', 'away', 'a', 'thousand', 'tear', 'my', 'lady', 'of', 'the', 'Various', 'sorrow', 'some', 'beg', ',', 'some', 'borrow', ',', 'some', 'steal', 'some', 'keep', 'safe', 'for', 'tomorrow', 'on', 'an', 'endless', 'night', ',', 'silver', 'star', 'spangle', 'the', 'bell', 'from', 'the', 'chapel', 'go', 'jingle', '-', 'jangle', 'do', 'you', 'love', 'I', '?', 'she', 'be', 'give', 'to', 'I', 'to', 'put', 'thing', 'right', 'and', 'I', 'stack', 'all', 'my', 'accomplishment', 'beside', 'she', 'still', 'I', 'seem', 'so', 'obsolete', 'and', 'small', 'I', 'find', 'God', 'and', 'all', 'his', 'devil', 'inside', 'she', 'in', 'my', 'bed', 'she', 'cast', 'the', 'blizzard', 'out', 'a', 'mock', 'sun', 'blaze', 'upon', 'her', 'head', 'so', 'completely', 'fill', 'with', 'light', 'she', 'be', 'her', 'shadow', 'fange', 'and', 'hairy', 'and', 'mad', 'our', 'love', '-', 'line', 'grew', 'hopelessly', 'tangled', 'and', 'the', 'bell', 'from', 'the', 'chapel', 'go', 'jingle', '-', 'jangle', 'do', 'you', 'love', 'I', '?', 'she', 'have', 'a', 'heartful', 'of', 'love', 'and', 'devotion', 'she', 'have', 'a', 'mindful', 'of', 'tyranny', 'and', 'terror', 'well', ',', 'I', 'try', ',', 'I', 'do', ',', 'I', 'really', 'try', 'but', 'I', 'just', 'err', ',', 'baby', ',', 'I', 'do', ',', 'I', 'error', 'so', 'come', 'find', 'I', ',', 'my', 'darling', 'one', 'I', '’m', 'down', 'to', 'the', 'ground', ',', 'the', 'very', 'dreg', 'ah', ',', 'here', 'she', 'come', ',', 'block', 'the', 'sun', 'blood', 'run', 'down', 'the', 'inside', 'of', 'her', 'leg', 'the', 'moon', 'in', 'the', 'sky', 'be', 'batter', 'and', 'mangle', 'and', 'the', 'bell', 'from', 'the', 'chapel', 'go', 'jingle', '-', 'jangle', 'do', 'you', 'love', 'I', '?', 'all', 'thing', 'move', 'toward', 'their', 'end', 'I', 'know', 'before', 'I', 'meet', 'she', 'that', 'I', 'would', 'lose', 'she', 'I', 'swear', 'I', 'make', 'every', 'effort', 'to', 'be', 'good', 'to', 'she', 'I', 'swear', 'I', 'make', 'every', 'effort', 'not', 'to', 'abuse', 'she', 'crazy', 'bracelet', 'on', 'her', 'wrist', 'and', 'her', 'ankle', 'and', 'the', 'bell', 'from', 'the', 'chapel', 'go', 'jingle', '-', 'jangle', '""']","[('PUNCT', '``'), ('PRON', 'PRP'), ('VERB', 'VBD'), ('PRON', 'PRP'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('NOUN', 'NN'), ('PROPN', 'NNP'), ('NOUN', 'NNS'), ('VERB', 'VBD'), ('ADP', 'IN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBD'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VBP'), ('PRON', 'PRP'), ('SCONJ', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'WDT'), ('PRON', 'PRP'), ('VERB', 'VBD'), ('CCONJ', 'CC'), ('PRON', 'PRP'), ('VERB', 'VBD'), ('ADV', 'RB'), ('DET', 'DT'), ('NUM', 'CD'), ('NOUN', 'NNS'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('PROPN', 'NNP'), ('NOUN', 'NNS'), ('PRON', 'DT'), ('VERB', 'VBD'), ('PUNCT', ','), ('PRON', 'DT'), ('VERB', 'VBD'), ('PUNCT', ','), ('PRON', 'DT'), ('VERB', 'VBN'), ('PRON', 'DT'), ('VERB', 'VBD'), ('ADJ', 'JJ'), ('ADP', 'IN'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PUNCT', ','), ('PROPN', 'NNP'), ('NOUN', 'NN'), ('VERB', 'VBD'), ('DET', 'DT'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VBD'), ('PROPN', 'NNP'), ('PUNCT', 'HYPH'), ('NOUN', 'NN'), ('AUX', 'VBP'), ('PRON', 'PRP'), ('VERB', 'VB'), ('PRON', 'PRP'), ('PUNCT', '.'), ('PRON', 'PRP'), ('AUX', 'VBD'), ('VERB', 'VBN'), ('ADP', 'IN'), ('PRON', 'PRP'), ('PART', 'TO'), ('VERB', 'VB'), ('NOUN', 'NNS'), ('ADV', 'RB'), ('CCONJ', 'CC'), ('PRON', 'PRP'), ('VERB', 'VBD'), ('DET', 'PDT'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('PRON', 'PRP'), ('ADV', 'RB'), ('PRON', 'PRP'), ('VERB', 'VBD'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('CCONJ', 'CC'), ('ADJ', 'JJ'), ('PRON', 'PRP'), ('VERB', 'VBD'), ('PROPN', 'NNP'), ('CCONJ', 'CC'), ('DET', 'PDT'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('PRON', 'PRP'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBD'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'RP'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('VERB', 'VBD'), ('SCONJ', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('ADV', 'RB'), ('ADV', 'RB'), ('VERB', 'VBN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('AUX', 'VBD'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('VERB', 'VBN'), ('CCONJ', 'CC'), ('ADJ', 'JJ'), ('CCONJ', 'CC'), ('ADJ', 'JJ'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('PUNCT', 'HYPH'), ('NOUN', 'NNS'), ('AUX', 'VBD'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('CCONJ', 'CC'), ('DET', 'DT'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VBD'), ('PROPN', 'NNP'), ('PUNCT', 'HYPH'), ('NOUN', 'NN'), ('AUX', 'VBP'), ('PRON', 'PRP'), ('VERB', 'VB'), ('PRON', 'PRP'), ('PUNCT', '.'), ('PRON', 'PRP'), ('VERB', 'VBD'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBD'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('NOUN', 'NN'), ('INTJ', 'UH'), ('PUNCT', ','), ('PRON', 'PRP'), ('VERB', 'VBP'), ('PUNCT', ','), ('PRON', 'PRP'), ('VERB', 'VBP'), ('PUNCT', ','), ('PRON', 'PRP'), ('ADV', 'RB'), ('VERB', 'VBP'), ('CCONJ', 'CC'), ('PRON', 'PRP'), ('ADV', 'RB'), ('PROPN', 'NNP'), ('PUNCT', ','), ('NOUN', 'NN'), ('PUNCT', ','), ('PRON', 'PRP'), ('AUX', 'VBP'), ('PUNCT', ','), ('PRON', 'PRP'), ('VERB', 'VBP'), ('ADV', 'RB'), ('VERB', 'VB'), ('VERB', 'VB'), ('PRON', 'PRP'), ('PUNCT', ','), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('ADP', 'IN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NNS'), ('PUNCT', ','), ('DET', 'DT'), ('ADV', 'RB'), ('NOUN', 'NNS'), ('INTJ', 'UH'), ('PUNCT', ','), ('ADV', 'RB'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('PUNCT', ','), ('VERB', 'VBG'), ('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('VERB', 'VBG'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('VERB', 'VBN'), ('CCONJ', 'CC'), ('VERB', 'VBN'), ('CCONJ', 'CC'), ('DET', 'DT'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VB'), ('ADJ', 'JJ'), ('PUNCT', 'HYPH'), ('NOUN', 'NN'), ('AUX', 'VBP'), ('PRON', 'PRP'), ('VERB', 'VB'), ('PRON', 'PRP'), ('PUNCT', '.'), ('DET', 'DT'), ('NOUN', 'NNS'), ('VERB', 'VBP'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBD'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBD'), ('PRON', 'PRP'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('PRON', 'PRP'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('PRON', 'PRP'), ('VERB', 'VBD'), ('DET', 'DT'), ('NOUN', 'NN'), ('PART', 'TO'), ('AUX', 'VB'), ('ADJ', 'JJ'), ('ADP', 'IN'), ('PRON', 'PRP'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('PRON', 'PRP'), ('VERB', 'VBD'), ('DET', 'DT'), ('NOUN', 'NN'), ('PART', 'RB'), ('PART', 'TO'), ('VERB', 'VB'), ('PRON', 'PRP'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('CCONJ', 'CC'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('CCONJ', 'CC'), ('DET', 'DT'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VBD'), ('ADJ', 'JJ'), ('PUNCT', 'HYPH'), ('NOUN', 'NN'), ('PUNCT', ""''"")]","['Wild', 'Various', 'silver', 'jingle', 'God', 'jingle', 'err']","['TIME', 'DATE', 'DATE', 'PERSON', 'PRODUCT', 'ORG']","[a night, the day, tomorrow, Ah, Blood, Crazy]"
1,LYR.LLI.2,Nobady's Baby Now,Let Love In,1994,Nick Cave and the Bad Seeds,"""I’ve searched the holy books Tried to unravel the mystery of Jesus Christ, the saviour I’ve read the poets and the analysts Searched through the books on human behaviour I travelled the whole world around For an answer that refused to be found I don’t know why and I don’t know how But she’s nobody’s baby now I loved her then and I guess I love her still Hers is the face I see when a certain mood moves in She lives in my blood and skin Her wild feral stare, her dark hair Her winter lips as cold as stone Yeah, I was her man But there are some things even love won’t allow I held her hand but I don’t hold it now I don’t know why and I don’t know how But she’s nobody’s baby now This is her dress that I loved best With the blue quilted violets across the breast And these are my many letters Torn to pieces by her long-fingered hand I was her cruel-hearted man And though I’ve tried to lay her ghost down She’s moving through me, even now I don’t know why and I don’t know how But she’s nobody’s baby now""","""I’ve searched the holy books Tried to unravel the mystery of Jesus Christ, the saviour I’ve read the poets and the analysts Searched through the books on human behaviour I travelled the whole world around For an answer that refused to be found I don’t know why and I don’t know how But she’s nobody’s baby now I loved her then and I guess I love her still Hers is the face I see when a certain mood moves in She lives in my blood and skin Her wild feral stare, her dark hair Her winter lips as cold as stone Yeah, I was her man But there are some things even love won’t allow I held her hand but I don’t hold it now I don’t know why and I don’t know how But she’s nobody’s baby now This is her dress that I loved best With the blue quilted violets across the breast And these are my many letters Torn to pieces by her long-fingered hand I was her cruel-hearted man And though I’ve tried to lay her ghost down She’s moving through me, even now I don’t know why and I don’t know how But she’s nobody’s baby now""","['""', 'I', '’ve', 'searched', 'the', 'holy', 'books', 'Tried', 'to', 'unravel', 'the', 'mystery', 'of', 'Jesus', 'Christ', ',', 'the', 'saviour', 'I', '’ve', 'read', 'the', 'poets', 'and', 'the', 'analysts', 'Searched', 'through', 'the', 'books', 'on', 'human', 'behaviour', 'I', 'travelled', 'the', 'whole', 'world', 'around', 'For', 'an', 'answer', 'that', 'refused', 'to', 'be', 'found', 'I', 'do', 'n’t', 'know', 'why', 'and', 'I', 'do', 'n’t', 'know', 'how', 'But', 'she', '’s', 'nobody', '’s', 'baby', 'now', 'I', 'loved', 'her', 'then', 'and', 'I', 'guess', 'I', 'love', 'her', 'still', 'Hers', 'is', 'the', 'face', 'I', 'see', 'when', 'a', 'certain', 'mood', 'moves', 'in', 'She', 'lives', 'in', 'my', 'blood', 'and', 'skin', 'Her', 'wild', 'feral', 'stare', ',', 'her', 'dark', 'hair', 'Her', 'winter', 'lips', 'as', 'cold', 'as', 'stone', 'Yeah', ',', 'I', 'was', 'her', 'man', 'But', 'there', 'are', 'some', 'things', 'even', 'love', 'wo', 'n’t', 'allow', 'I', 'held', 'her', 'hand', 'but', 'I', 'do', 'n’t', 'hold', 'it', 'now', 'I', 'do', 'n’t', 'know', 'why', 'and', 'I', 'do', 'n’t', 'know', 'how', 'But', 'she', '’s', 'nobody', '’s', 'baby', 'now', 'This', 'is', 'her', 'dress', 'that', 'I', 'loved', 'best', 'With', 'the', 'blue', 'quilted', 'violets', 'across', 'the', 'breast', 'And', 'these', 'are', 'my', 'many', 'letters', 'Torn', 'to', 'pieces', 'by', 'her', 'long', '-', 'fingered', 'hand', 'I', 'was', 'her', 'cruel', '-', 'hearted', 'man', 'And', 'though', 'I', '’ve', 'tried', 'to', 'lay', 'her', 'ghost', 'down', 'She', '’s', 'moving', 'through', 'me', ',', 'even', 'now', 'I', 'do', 'n’t', 'know', 'why', 'and', 'I', 'do', 'n’t', 'know', 'how', 'But', 'she', '’s', 'nobody', '’s', 'baby', 'now', '""']","['""', 'I', '’ve', 'search', 'the', 'holy', 'book', 'try', 'to', 'unravel', 'the', 'mystery', 'of', 'Jesus', 'Christ', ',', 'the', 'saviour', 'I', '’ve', 'read', 'the', 'poet', 'and', 'the', 'analyst', 'search', 'through', 'the', 'book', 'on', 'human', 'behaviour', 'I', 'travel', 'the', 'whole', 'world', 'around', 'for', 'an', 'answer', 'that', 'refuse', 'to', 'be', 'find', 'I', 'do', 'not', 'know', 'why', 'and', 'I', 'do', 'not', 'know', 'how', 'but', 'she', '’', 'nobody', '’s', 'baby', 'now', 'I', 'love', 'she', 'then', 'and', 'I', 'guess', 'I', 'love', 'she', 'still', 'Hers', 'be', 'the', 'face', 'I', 'see', 'when', 'a', 'certain', 'mood', 'move', 'in', 'she', 'live', 'in', 'my', 'blood', 'and', 'skin', 'her', 'wild', 'feral', 'stare', ',', 'her', 'dark', 'hair', 'her', 'winter', 'lip', 'as', 'cold', 'as', 'stone', 'yeah', ',', 'I', 'be', 'her', 'man', 'but', 'there', 'be', 'some', 'thing', 'even', 'love', 'will', 'not', 'allow', 'I', 'hold', 'her', 'hand', 'but', 'I', 'do', 'not', 'hold', 'it', 'now', 'I', 'do', 'not', 'know', 'why', 'and', 'I', 'do', 'not', 'know', 'how', 'but', 'she', '’', 'nobody', '’s', 'baby', 'now', 'this', 'be', 'her', 'dress', 'that', 'I', 'love', 'well', 'with', 'the', 'blue', 'quilt', 'violet', 'across', 'the', 'breast', 'and', 'these', 'be', 'my', 'many', 'letter', 'tear', 'to', 'piece', 'by', 'her', 'long', '-', 'finger', 'hand', 'I', 'be', 'her', 'cruel', '-', 'hearted', 'man', 'and', 'though', 'I', '’ve', 'try', 'to', 'lay', 'her', 'ghost', 'down', 'she', '’s', 'move', 'through', 'I', ',', 'even', 'now', 'I', 'do', 'not', 'know', 'why', 'and', 'I', 'do', 'not', 'know', 'how', 'but', 'she', '’', 'nobody', '’s', 'baby', 'now', '""']","[('PUNCT', '``'), ('PRON', 'PRP'), ('AUX', 'VBP'), ('VERB', 'VBN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('VERB', 'VBD'), ('PART', 'TO'), ('VERB', 'VB'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PROPN', 'NNP'), ('PROPN', 'NNP'), ('PUNCT', ','), ('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('AUX', 'VBP'), ('VERB', 'VBN'), ('DET', 'DT'), ('NOUN', 'NNS'), ('CCONJ', 'CC'), ('DET', 'DT'), ('NOUN', 'NNS'), ('VERB', 'VBN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBD'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('ADV', 'RB'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'WDT'), ('VERB', 'VBD'), ('PART', 'TO'), ('AUX', 'VB'), ('VERB', 'VBN'), ('PRON', 'PRP'), ('AUX', 'VBP'), ('PART', 'RB'), ('VERB', 'VB'), ('SCONJ', 'WRB'), ('CCONJ', 'CC'), ('PRON', 'PRP'), ('AUX', 'VBP'), ('PART', 'RB'), ('VERB', 'VB'), ('SCONJ', 'WRB'), ('CCONJ', 'CC'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('PRON', 'NN'), ('PART', 'POS'), ('NOUN', 'NN'), ('ADV', 'RB'), ('PRON', 'PRP'), ('VERB', 'VBD'), ('PRON', 'PRP'), ('ADV', 'RB'), ('CCONJ', 'CC'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('PRON', 'PRP'), ('ADV', 'RB'), ('PROPN', 'NNP'), ('AUX', 'VBZ'), ('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('SCONJ', 'WRB'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('VERB', 'VB'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PUNCT', ','), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('ADP', 'IN'), ('NOUN', 'NN'), ('INTJ', 'UH'), ('PUNCT', ','), ('PRON', 'PRP'), ('AUX', 'VBD'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('PRON', 'EX'), ('VERB', 'VBP'), ('DET', 'DT'), ('NOUN', 'NNS'), ('ADV', 'RB'), ('VERB', 'VBP'), ('AUX', 'MD'), ('PART', 'RB'), ('VERB', 'VB'), ('PRON', 'PRP'), ('VERB', 'VBD'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('PRON', 'PRP'), ('AUX', 'VBP'), ('PART', 'RB'), ('VERB', 'VB'), ('PRON', 'PRP'), ('ADV', 'RB'), ('PRON', 'PRP'), ('AUX', 'VBP'), ('PART', 'RB'), ('VERB', 'VB'), ('SCONJ', 'WRB'), ('CCONJ', 'CC'), ('PRON', 'PRP'), ('AUX', 'VBP'), ('PART', 'RB'), ('VERB', 'VB'), ('SCONJ', 'WRB'), ('CCONJ', 'CC'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('PRON', 'NN'), ('PART', 'POS'), ('NOUN', 'NN'), ('ADV', 'RB'), ('PRON', 'DT'), ('AUX', 'VBZ'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('PRON', 'WDT'), ('PRON', 'PRP'), ('VERB', 'VBD'), ('ADV', 'RBS'), ('ADP', 'IN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('VERB', 'VBN'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('PRON', 'DT'), ('AUX', 'VBP'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('VERB', 'VBN'), ('ADP', 'IN'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('ADV', 'RB'), ('PUNCT', 'HYPH'), ('VERB', 'VBN'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('AUX', 'VBD'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('PUNCT', 'HYPH'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('AUX', 'VBP'), ('VERB', 'VBN'), ('PART', 'TO'), ('VERB', 'VB'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('ADP', 'RP'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('VERB', 'VBG'), ('ADP', 'IN'), ('PRON', 'PRP'), ('PUNCT', ','), ('ADV', 'RB'), ('ADV', 'RB'), ('PRON', 'PRP'), ('AUX', 'VBP'), ('PART', 'RB'), ('VERB', 'VB'), ('SCONJ', 'WRB'), ('CCONJ', 'CC'), ('PRON', 'PRP'), ('AUX', 'VBP'), ('PART', 'RB'), ('VERB', 'VB'), ('SCONJ', 'WRB'), ('CCONJ', 'CC'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('PRON', 'NN'), ('PART', 'POS'), ('NOUN', 'NN'), ('ADV', 'RB'), ('PUNCT', ""''"")]","['Jesus', 'Christ', 'Hers']","['PERSON', 'PERSON', 'PRODUCT']","[Jesus Christ, Hers, Torn]"
